Orthogroup	Apis_mellifera-longest-isoforms	Drosophila_melanogaster	Liostenogaster_flavolineata-longest-isoforms	Polistes_canadensis-longest-isoforms	Polistes_dominula-longest-isoforms
OG0009551	NP_001011582.1				
OG0009552	NP_001011607.1				
OG0009553	NP_001011612.1				
OG0009554	NP_001011613.1				
OG0009555	NP_001011618.1				
OG0009556	NP_001035310.1				
OG0009557	NP_001129381.1				
OG0009558	NP_001129678.1				
OG0009559	NP_001129679.1				
OG0009560	NP_001129680.1				
OG0009561	NP_001129681.1				
OG0009562	NP_001153742.1				
OG0009563	NP_001155260.1				
OG0009564	NP_001161308.1				
OG0009565	NP_001164522.1				
OG0009566	NP_001239359.1				
OG0009567	NP_001242969.1				
OG0009568	NP_001265254.1				
OG0009569	NP_001265635.1				
OG0009570	NP_001314894.1				
OG0009571	XP_001120224.2				
OG0009572	XP_001120589.2				
OG0009573	XP_001120792.2				
OG0009574	XP_001120795.1				
OG0009575	XP_001121093.2				
OG0009576	XP_001121746.2				
OG0009577	XP_001122876.4				
OG0009578	XP_003249210.2				
OG0009579	XP_003249650.2				
OG0009580	XP_003249879.2				
OG0009581	XP_003250133.2				
OG0009582	XP_003250137.2				
OG0009583	XP_003250171.1				
OG0009584	XP_003250395.2				
OG0009585	XP_003250581.2				
OG0009586	XP_003250834.2				
OG0009587	XP_003250980.1				
OG0009588	XP_003251083.3				
OG0009589	XP_003251112.1				
OG0009590	XP_003251506.2				
OG0009591	XP_003251713.4				
OG0009592	XP_006557702.1				
OG0009593	XP_006557875.2				
OG0009594	XP_006557933.2				
OG0009595	XP_006557939.2				
OG0009596	XP_006557977.1				
OG0009597	XP_006557980.1				
OG0009598	XP_006558059.1				
OG0009599	XP_006558226.1				
OG0009600	XP_006558298.1				
OG0009601	XP_006558377.1				
OG0009602	XP_006558491.1				
OG0009603	XP_006558504.1				
OG0009604	XP_006558671.2				
OG0009605	XP_006558685.1				
OG0009606	XP_006558724.2				
OG0009607	XP_006558732.1				
OG0009608	XP_006558738.3				
OG0009609	XP_006559000.1				
OG0009610	XP_006559216.1				
OG0009611	XP_006559331.1				
OG0009612	XP_006559333.1				
OG0009613	XP_006559341.1				
OG0009614	XP_006559606.1				
OG0009615	XP_006559684.2				
OG0009616	XP_006559809.1				
OG0009617	XP_006559836.1				
OG0009618	XP_006559838.1				
OG0009619	XP_006559865.1				
OG0009620	XP_006559962.1				
OG0009621	XP_006560104.2				
OG0009622	XP_006560111.1				
OG0009623	XP_006560211.1				
OG0009624	XP_006560496.2				
OG0009625	XP_006560758.1				
OG0009626	XP_006560760.1				
OG0009627	XP_006560810.1				
OG0009628	XP_006560864.1				
OG0009629	XP_006560948.1				
OG0009630	XP_006561028.1				
OG0009631	XP_006561107.1				
OG0009632	XP_006561215.1				
OG0009633	XP_006561354.1				
OG0009634	XP_006561421.2				
OG0009635	XP_006561571.2				
OG0009636	XP_006561718.1				
OG0009637	XP_006562840.1				
OG0009638	XP_006563234.1				
OG0009639	XP_006563245.1				
OG0009640	XP_006563446.1				
OG0009641	XP_006563686.2				
OG0009642	XP_006563696.1				
OG0009643	XP_006564257.2				
OG0009644	XP_006565158.1				
OG0009645	XP_006565161.1				
OG0009646	XP_006565357.3				
OG0009647	XP_006565476.1				
OG0009648	XP_006565784.1				
OG0009649	XP_006566234.2				
OG0009650	XP_006566348.2				
OG0009651	XP_006566554.2				
OG0009652	XP_006566864.2				
OG0009653	XP_006567198.2				
OG0009654	XP_006567518.1				
OG0009655	XP_006568732.2				
OG0009656	XP_006568733.2				
OG0009657	XP_006568793.1				
OG0009658	XP_006568906.1				
OG0009659	XP_006568982.1				
OG0009660	XP_006569319.1				
OG0009661	XP_006570184.1				
OG0009662	XP_006570185.1				
OG0009663	XP_006570933.1				
OG0009664	XP_006570963.1				
OG0009665	XP_006571524.1				
OG0009666	XP_006571878.1				
OG0009667	XP_006571918.1				
OG0009668	XP_016766180.1				
OG0009669	XP_016766352.1				
OG0009670	XP_016766417.2				
OG0009671	XP_016766562.1				
OG0009672	XP_016766781.1				
OG0009673	XP_016767624.2				
OG0009674	XP_016767779.1				
OG0009675	XP_016769518.1				
OG0009676	XP_016769593.2				
OG0009677	XP_016769739.2				
OG0009678	XP_016769948.1				
OG0009679	XP_016770074.1				
OG0009680	XP_016770179.1				
OG0009681	XP_016770740.1				
OG0009682	XP_016770809.1				
OG0009683	XP_016770871.2				
OG0009684	XP_016770950.1				
OG0009685	XP_016770951.1				
OG0009686	XP_016770986.1				
OG0009687	XP_016770987.1				
OG0009688	XP_016771134.1				
OG0009689	XP_016771251.1				
OG0009690	XP_016771452.1				
OG0009691	XP_016771646.2				
OG0009692	XP_016772299.1				
OG0009693	XP_016772308.1				
OG0009694	XP_016772311.2				
OG0009695	XP_016772518.1				
OG0009696	XP_016772848.1				
OG0009697	XP_016772901.2				
OG0009698	XP_016772907.1				
OG0009699	XP_016773139.1				
OG0009700	XP_016773258.1				
OG0009701	XP_016773472.1				
OG0009702	XP_016773477.1				
OG0009703	XP_016773621.2				
OG0009704	XP_026294641.1				
OG0009705	XP_026294642.1				
OG0009706	XP_026294643.1				
OG0009707	XP_026294644.1				
OG0009708	XP_026294648.1				
OG0009709	XP_026294649.1				
OG0009710	XP_026294652.1				
OG0009711	XP_026294653.1				
OG0009712	XP_026294654.1				
OG0009713	XP_026294655.1				
OG0009714	XP_026294657.1				
OG0009715	XP_026294658.1				
OG0009716	XP_026294659.1				
OG0009717	XP_026294660.1				
OG0009718	XP_026294661.1				
OG0009719	XP_026294662.1				
OG0009720	XP_026294664.1				
OG0009721	XP_026294665.1				
OG0009722	XP_026294666.1				
OG0009723	XP_026294667.1				
OG0009724	XP_026294687.1				
OG0009725	XP_026294729.1				
OG0009726	XP_026294744.1				
OG0009727	XP_026294833.1				
OG0009728	XP_026295472.1				
OG0009729	XP_026295794.1				
OG0009730	XP_026295841.1				
OG0009731	XP_026295842.1				
OG0009732	XP_026295844.1				
OG0009733	XP_026295904.1				
OG0009734	XP_026295993.1				
OG0009735	XP_026296122.1				
OG0009736	XP_026296169.1				
OG0009737	XP_026296228.1				
OG0009738	XP_026296260.1				
OG0009739	XP_026296395.1				
OG0009740	XP_026296502.1				
OG0009741	XP_026296659.1				
OG0009742	XP_026296666.1				
OG0009743	XP_026296695.1				
OG0009744	XP_026296768.1				
OG0009745	XP_026296811.1				
OG0009746	XP_026296812.1				
OG0009747	XP_026296913.1				
OG0009748	XP_026297104.1				
OG0009749	XP_026297143.1				
OG0009750	XP_026297169.1				
OG0009751	XP_026297228.1				
OG0009752	XP_026297242.1				
OG0009753	XP_026297443.1				
OG0009754	XP_026297483.1				
OG0009755	XP_026297555.1				
OG0009756	XP_026297580.1				
OG0009757	XP_026297621.1				
OG0009758	XP_026297688.1				
OG0009759	XP_026297845.1				
OG0009760	XP_026298075.1				
OG0009761	XP_026298119.1				
OG0009762	XP_026298210.1				
OG0009763	XP_026298339.1				
OG0009764	XP_026298383.1				
OG0009765	XP_026298565.1				
OG0009766	XP_026298711.1				
OG0009767	XP_026298739.1				
OG0009768	XP_026298819.1				
OG0009769	XP_026298943.1				
OG0009770	XP_026298987.1				
OG0009771	XP_026298989.1				
OG0009772	XP_026299148.1				
OG0009773	XP_026299149.1				
OG0009774	XP_026299154.1				
OG0009775	XP_026299162.1				
OG0009776	XP_026299179.1				
OG0009777	XP_026299293.1				
OG0009778	XP_026299318.1				
OG0009779	XP_026299454.1				
OG0009780	XP_026299468.1				
OG0009781	XP_026299516.1				
OG0009782	XP_026299560.1				
OG0009783	XP_026299592.1				
OG0009784	XP_026299652.1				
OG0009785	XP_026299710.1				
OG0009786	XP_026299775.1				
OG0009787	XP_026299859.1				
OG0009788	XP_026299946.1				
OG0009789	XP_026300072.1				
OG0009790	XP_026300212.1				
OG0009791	XP_026300232.1				
OG0009792	XP_026300237.1				
OG0009793	XP_026300488.1				
OG0009794	XP_026300530.1				
OG0009795	XP_026300587.1				
OG0009796	XP_026300610.1				
OG0009797	XP_026300901.1				
OG0009798	XP_026300935.1				
OG0009799	XP_026300960.1				
OG0009800	XP_026300968.1				
OG0009801	XP_026300970.1				
OG0009802	XP_026301034.1				
OG0009803	XP_026301195.1				
OG0009804	XP_026301531.1				
OG0009805	XP_026301734.1				
OG0009806	XP_026301801.1				
OG0009807	XP_026301851.1				
OG0009808	XP_026301891.1				
OG0009809	XP_026302103.1				
OG0009810	XP_026302118.1				
OG0009811	XP_026302151.1				
OG0009812	XP_394219.3				
OG0009813	XP_394389.3				
OG0009814	XP_623362.3				
OG0009815	XP_623595.1				
OG0009816	XP_624822.4				
OG0009817		FBgn0000500			
OG0009818		FBgn0259184			
OG0009819		FBgn0030319			
OG0009820		FBgn0036597			
OG0009821		FBgn0035921			
OG0009822		FBgn0262960			
OG0009823		FBgn0040747			
OG0009824		FBgn0031127			
OG0009825		FBgn0262896			
OG0009826		FBgn0053095			
OG0009827		FBgn0085294			
OG0009828		FBgn0030912			
OG0009829		FBgn0261859			
OG0009830		FBgn0039552			
OG0009831		FBgn0053680			
OG0009832		FBgn0040393			
OG0009833		FBgn0025643			
OG0009834		FBgn0038525			
OG0009835		FBgn0262899			
OG0009836		FBgn0036242			
OG0009837		FBgn0033594			
OG0009838		FBgn0058298			
OG0009839		FBgn0038279			
OG0009840		FBgn0031306			
OG0009841		FBgn0035949			
OG0009842		FBgn0037625			
OG0009843		FBgn0263647			
OG0009844		FBgn0033140			
OG0009845		FBgn0028663			
OG0009846		FBgn0038709			
OG0009847		FBgn0052185			
OG0009848		FBgn0052189			
OG0009849		FBgn0031675			
OG0009850		FBgn0031410			
OG0009851		FBgn0261631			
OG0009852		FBgn0262787			
OG0009853		FBgn0033555			
OG0009854		FBgn0035708			
OG0009855		FBgn0085482			
OG0009856		FBgn0264503			
OG0009857		FBgn0025809			
OG0009858		FBgn0085211			
OG0009859		FBgn0262679			
OG0009860		FBgn0036677			
OG0009861		FBgn0037082			
OG0009862		FBgn0052452			
OG0009863		FBgn0040606			
OG0009864		FBgn0000810			
OG0009865		FBgn0003046			
OG0009866		FBgn0035139			
OG0009867		FBgn0031295			
OG0009868		FBgn0259733			
OG0009869		FBgn0036868			
OG0009870		FBgn0264566			
OG0009871		FBgn0033934			
OG0009872		FBgn0053278			
OG0009873		FBgn0052006			
OG0009874		FBgn0036680			
OG0009875		FBgn0263667			
OG0009876		FBgn0265625			
OG0009877		FBgn0030520			
OG0009878		FBgn0004552			
OG0009879		FBgn0020412			
OG0009880		FBgn0051287			
OG0009881		FBgn0052240			
OG0009882		FBgn0031264			
OG0009883		FBgn0052982			
OG0009884		FBgn0267709			
OG0009885		FBgn0265627			
OG0009886		FBgn0032335			
OG0009887		FBgn0015295			
OG0009888		FBgn0265197			
OG0009889		FBgn0050015			
OG0009890		FBgn0036531			
OG0009891		FBgn0029552			
OG0009892		FBgn0040900			
OG0009893		FBgn0032336			
OG0009894		FBgn0085276			
OG0009895		FBgn0033502			
OG0009896		FBgn0053288			
OG0009897		FBgn0033673			
OG0009898		FBgn0266598			
OG0009899		FBgn0035555			
OG0009900		FBgn0028418			
OG0009901		FBgn0284231			
OG0009902		FBgn0030542			
OG0009903		FBgn0035257			
OG0009904		FBgn0032462			
OG0009905		FBgn0054008			
OG0009906		FBgn0033020			
OG0009907		FBgn0030949			
OG0009908		FBgn0010263			
OG0009909		FBgn0032285			
OG0009910		FBgn0002855			
OG0009911		FBgn0035924			
OG0009912		FBgn0051230			
OG0009913		FBgn0030830			
OG0009914		FBgn0038204			
OG0009915		FBgn0028581			
OG0009916		FBgn0037292			
OG0009917		FBgn0264911			
OG0009918		FBgn0037117			
OG0009919		FBgn0033777			
OG0009920		FBgn0033721			
OG0009921		FBgn0003997			
OG0009922		FBgn0003741			
OG0009923		FBgn0266538			
OG0009924		FBgn0050365			
OG0009925		FBgn0265455			
OG0009926		FBgn0262480			
OG0009927		FBgn0011559			
OG0009928		FBgn0038423			
OG0009929		FBgn0263971			
OG0009930		FBgn0032100			
OG0009931		FBgn0085692			
OG0009932		FBgn0264427			
OG0009933		FBgn0034840			
OG0009934		FBgn0028430			
OG0009935		FBgn0259721			
OG0009936		FBgn0043854			
OG0009937		FBgn0030033			
OG0009938		FBgn0262359			
OG0009939		FBgn0262962			
OG0009940		FBgn0040941			
OG0009941		FBgn0036834			
OG0009942		FBgn0027589			
OG0009943		FBgn0010830			
