Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Lflavo2a006737	-	C2532128	+	29	275	0.518219	0.094969	0.213769
Lflavo2a011143	-	C2532896	-	14	406	5.750636	1.053862	2.372182
Lflavo2a012446	-	C2532978	+	16	505	156.688797	28.714813	64.635345
Lflavo2a003427	-	C2532994	+	124	303	0.205556	0.037670	0.084793
Lflavo2a013879	-	C2533306	-	12	494	50.551083	9.348592	21.043125
Lflavo2a013569	-	C2533474	-	2	500	40.138275	7.355747	16.557350
Lflavo2a000748	-	C2533820	+	4	535	147.593048	27.047926	60.883282
Lflavo2a001212	-	C2533924	+	145	391	7.765182	1.423048	3.203198
Lflavo2a000186	-	C2534132	-	5	562	231.987289	42.514027	95.696564
Lflavo2a007945	-	C2534852	-	3	582	186.295685	34.140575	76.848412
Lflavo2a007773	-	C2534930	-	30	254	41.924446	7.683081	17.294161
Lflavo2a004339	-	C2534980	+	13	561	25.247723	4.626902	10.414882
Lflavo2a007481	-	C2535116	-	134	427	1.649660	0.302317	0.680498
Lflavo2a012238	-	C2535124	-	184	565	0.691099	0.126651	0.285084
Lflavo2a003508	-	C2535130	+	267	527	76.255951	13.974678	31.456173
Lflavo2a002492	-	C2535872	+	45	404	1.450000	0.265727	0.598136
Lflavo2a001247	-	C2536414	-	51	627	664.697510	121.812576	274.192902
Lflavo2a008415	-	C2536812	-	3	635	70.773987	12.970053	29.194818
Lflavo2a002493	-	C2537078	+	1	647	124.778030	22.866842	51.471909
Lflavo2a010327	-	C2538924	+	172	534	1.809917	0.331686	0.746605
Lflavo2a009812	-	C2539016	-	18	378	0.000000	0.000000	0.000000
Lflavo2a012382	-	C2539054	+	4	708	61.177299	11.211362	25.236111
Lflavo2a011593	-	C2539554	+	4	731	55.030190	11.493947	25.872192
Lflavo2a006731	-	C2539584	+	12	732	85.507652	15.670147	35.272572
Lflavo2a006548	-	C2541210	+	14	784	97.719826	19.440197	43.758736
Lflavo2a012920	-	C2541380	+	11	788	160.976654	29.500607	66.404121
Lflavo2a003511	-	C2541782	+	11	813	307.350250	58.907169	132.596542
Lflavo2a009905	-	C2541966	-	169	795	5.207865	0.954394	2.148285
Lflavo2a011054	-	C2543650	-	376	873	183.778870	33.679344	75.810211
Lflavo2a003899	-	C2544558	+	22	910	62.232845	11.404801	25.671532
Lflavo2a000727	-	C2545164	+	19	176	1.000000	0.183260	0.412508
Lflavo2a004695	-	C2545322	+	4	957	158.440765	31.750301	71.468048
Lflavo2a006702	-	C2545864	+	4	978	158.916901	29.123137	65.554451
Lflavo2a007338	-	C2547574	-	17	643	0.805423	0.147602	0.332243
Lflavo2a010369	-	C2549374	+	63	982	417.442566	76.500595	172.198303
Lflavo2a008747	-	C2550876	+	667	1212	56.765305	10.494701	23.622948
Lflavo2a001735	-	C2552312	-	42	1278	5.436540	0.996301	2.242615
Lflavo2a010807	-	C2552502	+	356	1289	37.215202	6.820064	15.351561
Lflavo2a008903	-	C2553074	+	2	1288	45.741573	9.955267	22.408716
Lflavo2a002221	-	C2553306	+	7	1331	237.736908	43.783161	98.553291
Lflavo2a008170	-	C2554786	-	13	1369	19.453251	3.565006	8.024616
Lflavo2a005366	-	C2554900	+	29	1428	169.862823	31.129089	70.069733
Lflavo2a003900	-	C2555424	+	196	567	43.508060	7.973294	17.947412
Lflavo2a002769	-	C2556478	-	496	1496	420.557343	77.071411	173.483170
Lflavo2a009451	-	C2556702	-	2	1525	147.355042	27.004309	60.785099
Lflavo2a009000	-	C2556706	+	178	1413	2.722492	0.498924	1.123049
Lflavo2a001322	-	C2557918	+	6	890	1335.552246	244.753525	550.925659
Lflavo2a007944	-	C2560130	-	196	1726	278.364563	51.013134	114.827553
Lflavo2a008513	-	C2560174	+	262	615	3.598870	0.659530	1.484562
Lflavo2a008512	-	C2560174	+	686	1558	2.797251	0.512625	1.153888
Lflavo2a001750	-	C2561518	-	762	1397	25.891987	4.744970	10.680645
Lflavo2a009426	-	C2562808	+	1	1889	248.582718	45.555309	102.542305
Lflavo2a005771	-	C2564172	-	13	1978	119.924988	21.977472	49.469986
Lflavo2a009904	-	C2565782	-	21	2037	31.590298	5.895894	13.271309
Lflavo2a004250	-	C2565792	-	10	2074	50.113167	9.183747	20.672071
Lflavo2a013375	-	C2565906	+	1463	1615	5.960784	1.092374	2.458870
Lflavo2a000473	-	C2566898	+	1267	2105	0.000000	0.000000	0.000000
Lflavo2a009903	-	C2566930	+	196	2160	483.372833	88.582985	199.395050
Lflavo2a006664	-	C2572254	+	11	2556	78.241539	14.507870	32.656357
Lflavo2a001296	-	C2574806	+	2	2734	103.291054	19.649628	44.230145
Lflavo2a003510	-	C2586130	-	1819	3176	0.000000	0.000000	0.000000
Lflavo2a013181	-	C2586826	-	81	2843	53.743774	9.849093	22.169725
Lflavo2a008185	-	C2589692	+	492	4211	95.058563	17.420448	39.212395
Lflavo2a010481	-	C2596020	+	33	5007	192.445251	36.235210	81.563309
Lflavo2a002187	-	C2596024	-	5	5027	111.586578	20.449373	46.030331
Lflavo2a007390	-	C2603782	-	4	1719	39.115314	9.947362	22.390923
Lflavo2a007389	-	C2603782	+	2172	6274	41.104565	7.717771	17.372246
Lflavo2a000750	-	C2607958	+	10	6302	45.782711	8.390147	18.885725
Lflavo2a000749	-	C2607958	-	1590	7113	43.255314	7.926976	17.843153
Lflavo2a002224	-	C2626548	+	1	2701	91.951210	17.923866	40.345558
Lflavo2a002222	-	C2626548	+	3135	7454	54.677151	11.736099	26.417265
Lflavo2a002223	-	C2626548	+	7723	15578	7.138834	1.308264	2.944824
Lflavo2a002245	-	C2630722	-	561	1824	898.494507	164.658249	370.635956
Lflavo2a002242	-	C2630722	+	2742	4524	95.659630	17.530600	39.460342
Lflavo2a002244	-	C2630722	-	4821	5324	250.069427	45.827766	103.155579
Lflavo2a002243	-	C2630722	+	5803	7542	51.785385	9.490198	21.361874
Lflavo2a002246	-	C2630722	-	10664	20674	62.938736	11.534163	25.962717
Lflavo2a007941	-	scaffold1001	-	28634	102910	12.907372	2.365407	5.324391
Lflavo2a007872	-	scaffold1001	+	64162	64482	0.311526	0.057090	0.128507
Lflavo2a007900	-	scaffold1001	+	152526	159770	0.000000	0.000000	0.000000
Lflavo2a007875	-	scaffold1001	-	233914	234207	0.000000	0.000000	0.000000
Lflavo2a007920	-	scaffold1001	-	326861	328117	609.902893	140.749619	316.819061
Lflavo2a007942	-	scaffold1001	+	328920	332108	24.387054	4.955762	11.155127
Lflavo2a007905	-	scaffold1001	+	333923	336869	102.971657	18.870602	42.476608
Lflavo2a007884	-	scaffold1001	-	338264	343727	272.152588	56.435001	127.031853
Lflavo2a007926	-	scaffold1001	+	344143	349376	48.590088	8.904627	20.043789
Lflavo2a007892	-	scaffold1001	+	350515	355780	68.207367	12.698598	28.583792
Lflavo2a007878	-	scaffold1001	-	351779	364765	147.333862	39.183846	88.200508
Lflavo2a007943	-	scaffold1001	+	363167	365348	75.060791	13.755652	30.963160
Lflavo2a007911	-	scaffold1001	+	365892	372059	139.892975	25.636810	57.706940
Lflavo2a007940	-	scaffold1001	-	392591	396523	0.000000	0.000000	0.000000
Lflavo2a007871	-	scaffold1001	+	425706	435636	0.000000	0.000000	0.000000
Lflavo2a007898	-	scaffold1001	+	438845	440460	0.000000	0.000000	0.000000
Lflavo2a007903	-	scaffold1001	+	461021	469046	0.000000	0.000000	0.000000
Lflavo2a007901	-	scaffold1001	-	508542	557682	2.289355	0.419548	0.944377
Lflavo2a007873	-	scaffold1001	-	566906	569399	144.254135	26.436037	59.505947
Lflavo2a007931	-	scaffold1001	-	570619	573481	134.349823	24.620970	55.420345
Lflavo2a007927	-	scaffold1001	+	574302	577149	7041.407227	1290.409424	2904.635010
Lflavo2a007918	-	scaffold1001	-	577579	580599	139.667465	25.595484	57.613918
Lflavo2a007882	-	scaffold1001	-	582734	584873	296.575745	54.350517	122.339798
Lflavo2a007881	-	scaffold1001	+	585253	588070	46.327385	9.223776	20.762171
Lflavo2a007922	-	scaffold1001	-	588194	590608	132.197281	24.226494	54.532406
Lflavo2a007880	-	scaffold1001	+	589912	599294	21.523275	3.944359	8.878518
Lflavo2a007935	-	scaffold1001	+	601451	611244	453.189209	83.051529	186.944077
Lflavo2a007934	-	scaffold1001	+	616300	617403	6.362319	1.165960	2.624506
Lflavo2a007938	-	scaffold1001	+	624026	631196	2.433797	0.446018	1.003960
Lflavo2a007888	-	scaffold1001	+	632056	632754	346.307159	63.464306	142.854401
Lflavo2a007876	-	scaffold1001	-	633160	634088	28.065269	5.143246	11.577142
Lflavo2a007870	-	scaffold1001	+	633723	637006	62.650452	11.481332	25.843798
Lflavo2a007879	-	scaffold1001	+	639406	646040	84.528282	15.505945	34.902966
Lflavo2a007921	-	scaffold1001	-	644209	664363	23.432865	4.294311	9.666239
Lflavo2a007932	-	scaffold1001	-	665899	670044	40.869801	7.489807	16.859110
Lflavo2a007930	-	scaffold1001	+	672571	673891	310.956879	56.986008	128.272125
Lflavo2a007937	-	scaffold1001	-	677521	678398	81.983330	15.024279	33.818760
Lflavo2a007869	-	scaffold1001	-	679080	686338	93.390198	17.114704	38.524181
Lflavo2a007877	-	scaffold1001	-	688195	691291	161.434845	29.584576	66.593132
Lflavo2a007897	-	scaffold1001	-	693030	696674	101.903275	18.674810	42.035892
Lflavo2a007902	-	scaffold1001	+	697137	700678	32.819088	6.014431	13.538129
Lflavo2a007923	-	scaffold1001	+	731552	740783	12.261644	2.247071	5.058023
Lflavo2a007910	-	scaffold1001	+	740890	741060	5.029240	0.921659	2.074600
Lflavo2a007895	-	scaffold1001	-	745662	746858	5.411027	0.991626	2.232091
Lflavo2a007924	-	scaffold1001	-	747733	748160	4.067847	0.745474	1.678018
Lflavo2a007914	-	scaffold1001	-	750527	763363	31.660204	5.802054	13.060080
Lflavo2a007928	-	scaffold1001	+	764040	785957	23.232725	4.257633	9.583680
Lflavo2a007906	-	scaffold1001	-	790302	847294	5.955161	1.091344	2.456550
Lflavo2a007915	-	scaffold1001	-	867460	871935	9.873015	1.809330	4.072695
Lflavo2a007890	-	scaffold1001	-	872964	874558	121.465073	22.259708	50.105286
Lflavo2a007936	-	scaffold1001	+	875072	882329	11.073214	2.089885	4.704208
Lflavo2a007886	-	scaffold1001	+	882634	885339	51.566479	9.780192	22.014633
Lflavo2a007885	-	scaffold1001	+	887987	894603	81.883224	15.005934	33.777466
Lflavo2a007889	-	scaffold1001	+	895185	946610	196.384659	35.989483	81.010193
Lflavo2a007893	-	scaffold1001	-	946323	948881	163.985519	31.032690	69.852737
Lflavo2a007939	-	scaffold1001	-	952568	955513	25.538687	4.680224	10.534906
Lflavo2a007912	-	scaffold1001	-	1007080	1007613	0.451311	0.082707	0.186169
Lflavo2a007925	-	scaffold1001	+	1020689	1037240	0.000000	0.000000	0.000000
Lflavo2a007896	-	scaffold1001	-	1055844	1056197	2.279661	0.417771	0.940378
Lflavo2a007913	-	scaffold1001	+	1057394	1075047	0.000000	0.000000	0.000000
Lflavo2a007917	-	scaffold1001	+	1158452	1160181	42.945663	7.870229	17.715420
Lflavo2a007933	-	scaffold1001	+	1165295	1167222	21.915493	4.016237	9.040312
Lflavo2a007899	-	scaffold1001	+	1167695	1169458	16.683674	3.057453	6.882145
Lflavo2a007887	-	scaffold1001	+	1169963	1171840	20.541534	3.764445	8.473542
Lflavo2a007907	-	scaffold1001	+	1210795	1219147	36.075363	6.611177	14.881368
Lflavo2a007894	-	scaffold1001	+	1220306	1222443	29.525049	5.410765	12.179313
Lflavo2a007919	-	scaffold1001	+	1222756	1225319	52.636280	9.646133	21.712873
Lflavo2a007908	-	scaffold1001	-	1225574	1266606	98.678192	18.083782	40.705521
Lflavo2a007909	-	scaffold1001	+	1266703	1301460	4.290348	0.786250	1.769802
Lflavo2a007874	-	scaffold1001	-	1313973	1331654	12.288194	2.251936	5.068975
Lflavo2a007929	-	scaffold1001	-	1333932	1338261	517.207336	94.783501	213.352036
Lflavo2a007916	-	scaffold1001	+	1340082	1341663	0.000000	0.000000	0.000000
Lflavo2a007904	-	scaffold1001	+	1352389	1353254	0.000000	0.000000	0.000000
Lflavo2a007883	-	scaffold1001	-	1370866	1371920	7.252475	1.329090	2.991702
Lflavo2a002468	-	scaffold1004	-	11824	17033	0.000000	0.000000	0.000000
Lflavo2a007806	-	scaffold1011	-	18662	21172	0.000000	0.000000	0.000000
Lflavo2a002233	-	scaffold1014	-	6974	8859	0.000000	0.000000	0.000000
Lflavo2a006373	-	scaffold1032	+	26747	28670	0.000000	0.000000	0.000000
Lflavo2a003862	-	scaffold104	-	1432	11261	32.102974	5.883196	13.242726
Lflavo2a003869	-	scaffold104	+	13153	16280	99.685776	18.983536	42.730816
Lflavo2a003874	-	scaffold104	-	15565	17294	77.538307	14.209682	31.985153
Lflavo2a003878	-	scaffold104	-	18401	22836	13.118869	2.404166	5.411635
Lflavo2a003882	-	scaffold104	+	24490	30041	180.984680	33.167282	74.657593
Lflavo2a003877	-	scaffold104	+	49632	77641	3419.541016	626.665649	1410.587158
Lflavo2a003860	-	scaffold104	-	78063	79333	104.876221	19.219633	43.262257
Lflavo2a003865	-	scaffold104	+	79928	82776	472.393890	99.608826	224.213562
Lflavo2a003876	-	scaffold104	-	81392	84658	69.309952	12.701753	28.590893
Lflavo2a003866	-	scaffold104	-	90286	94289	97.917885	17.944448	40.391888
Lflavo2a003881	-	scaffold104	-	95502	95702	8.838308	1.619710	3.645871
Lflavo2a003867	-	scaffold104	+	97707	97871	0.000000	0.000000	0.000000
Lflavo2a003885	-	scaffold104	+	111471	127441	72.330673	13.255331	29.836964
Lflavo2a003861	-	scaffold104	+	132746	142617	295.873718	54.221863	122.050209
Lflavo2a003859	-	scaffold104	-	195990	198544	0.000000	0.000000	0.000000
Lflavo2a003868	-	scaffold104	+	214716	215303	4.942177	0.905704	2.038686
Lflavo2a003883	-	scaffold104	+	215708	219094	298.446716	55.099464	124.025612
Lflavo2a003864	-	scaffold104	-	219574	220216	793.476196	145.412582	327.315094
Lflavo2a003875	-	scaffold104	-	224632	226637	386.408691	70.813316	159.396591
Lflavo2a003880	-	scaffold104	-	231711	233434	198.981216	40.478027	91.113640
Lflavo2a003871	-	scaffold104	-	235423	236751	64.254196	11.775235	26.505354
Lflavo2a003873	-	scaffold104	+	248196	255059	0.000000	0.000000	0.000000
Lflavo2a003872	-	scaffold104	+	258011	258247	0.000000	0.000000	0.000000
Lflavo2a003870	-	scaffold104	-	258554	259113	0.000000	0.000000	0.000000
Lflavo2a003879	-	scaffold104	+	267154	268530	0.000000	0.000000	0.000000
Lflavo2a003863	-	scaffold104	+	277224	277955	0.000000	0.000000	0.000000
Lflavo2a001291	-	scaffold1046	-	3372	4944	62.932571	11.533033	25.960175
Lflavo2a001285	-	scaffold1046	+	4903	8634	110.085014	22.109610	49.767418
Lflavo2a001287	-	scaffold1046	-	8112	10424	99.744972	18.279280	41.145576
Lflavo2a001295	-	scaffold1046	-	10878	12802	89.493851	16.400658	36.916908
Lflavo2a001293	-	scaffold1046	+	17333	57875	3.289488	0.602832	1.356939
Lflavo2a001289	-	scaffold1046	+	71675	135130	22.375826	4.100597	9.230202
Lflavo2a001284	-	scaffold1046	+	135717	143332	58.878056	10.790002	24.287655
Lflavo2a001283	-	scaffold1046	+	143400	143972	82.101212	15.045882	33.867386
