Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Lflavo2a006737	-	C2532128	+	29	275	1.445344	0.315544	0.713095
Lflavo2a011143	-	C2532896	-	14	406	4.984733	1.088256	2.459338
Lflavo2a012446	-	C2532978	+	16	505	163.050140	35.596756	80.444710
Lflavo2a003427	-	C2532994	+	124	303	3.577778	0.781093	1.765183
Lflavo2a013879	-	C2533306	-	12	494	30.210526	6.676449	15.088032
Lflavo2a013569	-	C2533474	-	2	500	21.162325	4.620113	10.440942
Lflavo2a000748	-	C2533820	+	4	535	119.941727	26.185419	59.176136
Lflavo2a001212	-	C2533924	+	145	391	3.028340	0.661141	1.494104
Lflavo2a000186	-	C2534132	-	5	562	209.582626	45.755627	103.402626
Lflavo2a007945	-	C2534852	-	3	582	205.079315	44.772476	101.180809
Lflavo2a007773	-	C2534930	-	30	254	45.986668	10.039711	22.688629
Lflavo2a004339	-	C2534980	+	13	561	20.041897	4.375504	9.888151
Lflavo2a007481	-	C2535116	-	134	427	1.448980	0.316338	0.714889
Lflavo2a012238	-	C2535124	-	184	565	3.431937	0.749253	1.693229
Lflavo2a003508	-	C2535130	+	267	527	64.696426	14.124385	31.919538
Lflavo2a004988	-	C2535370	+	28	225	2.444444	0.533666	1.206025
Lflavo2a001247	-	C2536414	-	51	627	810.964417	177.048004	400.108795
Lflavo2a008415	-	C2536812	-	3	635	58.948822	12.869580	29.083820
Lflavo2a002493	-	C2537078	+	1	647	139.334076	30.419115	68.743820
Lflavo2a009812	-	C2539016	-	18	378	0.000000	0.000000	0.000000
Lflavo2a012382	-	C2539054	+	4	708	54.534752	11.905910	26.906031
Lflavo2a011593	-	C2539554	+	4	731	49.022640	12.173195	27.510065
Lflavo2a006731	-	C2539584	+	12	732	91.545921	19.986109	45.166382
Lflavo2a006548	-	C2541210	+	14	784	83.494255	19.698376	44.516136
Lflavo2a012920	-	C2541380	+	11	788	184.669662	40.316685	91.111221
Lflavo2a003511	-	C2541782	+	11	813	264.007568	59.980724	135.549759
Lflavo2a002832	-	C2541830	-	149	398	0.600000	0.130991	0.296024
Lflavo2a009905	-	C2541966	-	169	795	5.760300	1.257576	2.841983
Lflavo2a008184	-	C2542720	-	306	695	0.597315	0.130405	0.294700
Lflavo2a011054	-	C2543650	-	376	873	197.132675	43.037582	97.260147
Lflavo2a012447	-	C2543886	+	504	860	1.000000	0.218318	0.493374
