Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Liostenogaster_flavolineata-longest-isoforms	Megalopta_genalis-longest-isoforms	Polistes_canadensis-longest-isoforms	Polistes_dominula-longest-isoforms
OG0011280	NP_001011582.1							
OG0011281	NP_001011607.1							
OG0011282	NP_001011612.1							
OG0011283	NP_001011613.1							
OG0011284	NP_001011618.1							
OG0011285	NP_001129381.1							
OG0011286	NP_001129678.1							
OG0011287	NP_001129679.1							
OG0011288	NP_001129680.1							
OG0011289	NP_001129681.1							
OG0011290	NP_001239359.1							
OG0011291	NP_001265254.1							
OG0011292	XP_001120792.2							
OG0011293	XP_001121093.2							
OG0011294	XP_001122876.4							
OG0011295	XP_003249210.2							
OG0011296	XP_003249650.2							
OG0011297	XP_003250395.2							
OG0011298	XP_003250834.2							
OG0011299	XP_003250980.1							
OG0011300	XP_006557933.2							
OG0011301	XP_006557939.2							
OG0011302	XP_006557980.1							
OG0011303	XP_006558226.1							
OG0011304	XP_006558298.1							
OG0011305	XP_006558377.1							
OG0011306	XP_006558491.1							
OG0011307	XP_006558685.1							
OG0011308	XP_006558724.2							
OG0011309	XP_006558732.1							
OG0011310	XP_006558738.3							
OG0011311	XP_006559000.1							
OG0011312	XP_006559216.1							
OG0011313	XP_006559684.2							
OG0011314	XP_006559836.1							
OG0011315	XP_006559838.1							
OG0011316	XP_006560760.1							
OG0011317	XP_006560864.1							
OG0011318	XP_006561028.1							
OG0011319	XP_006561215.1							
OG0011320	XP_006561718.1							
OG0011321	XP_006562357.1							
OG0011322	XP_006562840.1							
OG0011323	XP_006565476.1							
OG0011324	XP_006565784.1							
OG0011325	XP_006566234.2							
OG0011326	XP_006566554.2							
OG0011327	XP_006566864.2							
OG0011328	XP_006569319.1							
OG0011329	XP_006571878.1							
OG0011330	XP_006571918.1							
OG0011331	XP_016766352.1							
OG0011332	XP_016769518.1							
OG0011333	XP_016769593.2							
OG0011334	XP_016769739.2							
OG0011335	XP_016770074.1							
OG0011336	XP_016770809.1							
OG0011337	XP_016770950.1							
OG0011338	XP_016771251.1							
OG0011339	XP_016772311.2							
OG0011340	XP_016772518.1							
OG0011341	XP_016772907.1							
OG0011342	XP_016773258.1							
OG0011343	XP_026294729.1							
OG0011344	XP_026294833.1							
OG0011345	XP_026295904.1							
OG0011346	XP_026296395.1							
OG0011347	XP_026297143.1							
OG0011348	XP_026297169.1							
OG0011349	XP_026297242.1							
OG0011350	XP_026297483.1							
OG0011351	XP_026297555.1							
OG0011352	XP_026297621.1							
OG0011353	XP_026298075.1							
OG0011354	XP_026298711.1							
OG0011355	XP_026298943.1							
OG0011356	XP_026298987.1							
OG0011357	XP_026299149.1							
OG0011358	XP_026299179.1							
OG0011359	XP_026299293.1							
OG0011360	XP_026299516.1							
OG0011361	XP_026299652.1							
OG0011362	XP_026299775.1							
OG0011363	XP_026299859.1							
OG0011364	XP_026299946.1							
OG0011365	XP_026300212.1							
OG0011366	XP_026300587.1							
OG0011367	XP_026300935.1							
OG0011368	XP_026300970.1							
OG0011369	XP_026301034.1							
OG0011370	XP_026301531.1							
OG0011371	XP_026302103.1							
OG0011372	XP_026302118.1							
OG0011373	XP_623595.1							
OG0011374		Caust.v2_010920						
OG0011375		Caust.v2_010919						
OG0011376		Caust.v2_010922						
OG0011377		Caust.v2_010939						
OG0011378		Caust.v2_010947						
OG0011379		Caust.v2_010921						
OG0011380		Caust.v2_010936						
OG0011381		Caust.v2_010933						
OG0011382		Caust.v2_010940						
OG0011383		Caust.v2_010935						
OG0011384		Caust.v2_010944						
OG0011385		Caust.v2_010923						
OG0011386		Caust.v2_010934						
OG0011387		Caust.v2_010937						
OG0011388		Caust.v2_010938						
OG0011389		Caust.v2_010072						
OG0011390		Caust.v2_010081						
OG0011391		Caust.v2_010064						
OG0011392		Caust.v2_011731						
OG0011393		Caust.v2_013489						
OG0011394		Caust.v2_013503						
OG0011395		Caust.v2_013493						
OG0011396		Caust.v2_013502						
OG0011397		Caust.v2_013506						
OG0011398		Caust.v2_013508						
OG0011399		Caust.v2_013511						
OG0011400		Caust.v2_013498						
OG0011401		Caust.v2_013494						
OG0011402		Caust.v2_013491						
OG0011403		Caust.v2_013495						
OG0011404		Caust.v2_013496						
OG0011405		Caust.v2_013504						
OG0011406		Caust.v2_013507						
OG0011407		Caust.v2_013497						
OG0011408		Caust.v2_013492						
OG0011409		Caust.v2_013509						
OG0011410		Caust.v2_021812						
OG0011411		Caust.v2_018965						
OG0011412		Caust.v2_016391						
OG0011413		Caust.v2_016389						
OG0011414		Caust.v2_016390						
OG0011415		Caust.v2_016387						
OG0011416		Caust.v2_016388						
OG0011417		Caust.v2_016190						
OG0011418		Caust.v2_016191						
OG0011419		Caust.v2_016189						
OG0011420		Caust.v2_016188						
OG0011421		Caust.v2_016272						
OG0011422		Caust.v2_016264						
OG0011423		Caust.v2_016275						
OG0011424		Caust.v2_016269						
OG0011425		Caust.v2_016268						
OG0011426		Caust.v2_016270						
OG0011427		Caust.v2_016267						
OG0011428		Caust.v2_016274						
OG0011429		Caust.v2_022702						
OG0011430		Caust.v2_017974						
OG0011431		Caust.v2_017975						
