geneID	moduleColor	GS.Reproductives	GS.NonReproductives	p.GS.Reproductives	MM.pink	p.MM.pink	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.green	p.MM.green	MM.yellow	p.MM.yellow	MM.red	p.MM.red	MM.grey	p.MM.grey	MM.turquoise	p.MM.turquoise	MM.blue	p.MM.blue
gene-LOC107074166	black	0.70788946323858	-0.70788946323858	0.000108980338375605	-0.462970553340482	0.0227128026115763	0.0744023950907062	0.729705658061113	0.900154133313925	0.00000000212148374492616	-0.25514875084466	0.228867214534906	-0.534491458268708	0.00713044778256404	0.343640228597201	0.100149815653074	0.410526612209821	0.0463017063097895	-0.509223724016981	0.0110380898309556	-0.240958339914952	0.256691769699759
gene-LOC107071582	black	-0.707773831349449	0.707773831349449	0.000109389672554479	0.619613471885537	0.00124205502162352	-0.193884640313698	0.363990495903888	-0.797614565143729	0.00000304648272871002	0.0295176883686489	0.891096939576635	0.741631949167729	0.000033647893818526	-0.467547469455528	0.0212357087947244	-0.6267377356871	0.00104871747617345	0.546530347482398	0.00572219574431715	0.0062460610485576	0.976891716762903
gene-LOC107066048	black	0.68196945997236	-0.68196945997236	0.000242258461906962	-0.311025293358071	0.139048477557764	0.0100576924813782	0.962797694002696	0.775351874141827	0.00000858279981533559	-0.193020968475074	0.366172808479703	-0.461837690557486	0.0230909236745158	0.359050097339125	0.0848753220272516	0.341380357957955	0.102550694532796	-0.525946438225504	0.00829630048509212	-0.298314974171726	0.156804458658104
gene-LOC107071131	black	-0.680862837012982	0.680862837012982	0.000250224078802997	0.583318529438775	0.0027721642713348	-0.104035971517154	0.628543163962269	-0.812978580968532	0.00000138029418939555	0.0372173772103703	0.862924012969875	0.709505671750613	0.000103397680133347	-0.4298197809777	0.0360573457441182	-0.640614005833239	0.000745263238176551	0.621946371659513	0.00117563474350619	0.0394453623755333	0.854800521643725
gene-LOC107072578	black	0.672422082144178	-0.672422082144178	0.000318853246476242	-0.367714532394087	0.0770953838142958	0.102409739788155	0.633949180875964	0.792657528079158	0.00000387785008518396	-0.198820121830769	0.351665331598789	-0.520626293648839	0.00909911326829816	0.190086664998617	0.373643653295213	0.418566198433806	0.0417870401611121	-0.48277293584606	0.0168714734761162	-0.176192740433111	0.410190835640842
gene-LOC107074361	black	0.665313501312622	-0.665313501312622	0.000388786446272904	-0.585371444309313	0.00265563475562894	0.0592766937284857	0.783212746763501	0.824442165503946	0.000000728640584860608	-0.0709576906069733	0.741793925782256	-0.700238090568855	0.000139144964017308	0.415579100778736	0.0434221380064647	0.578958782377409	0.00303408300196915	-0.580720261383477	0.00292584223446525	-0.0952393073738113	0.657999725016313
gene-LOC107069302	black	0.659435387798008	-0.659435387798008	0.000456299646449328	-0.415624498296676	0.0433969177322714	0.00739300153038088	0.97264985646986	0.730496421820736	0.0000505349123079929	0.150258990236703	0.483419207032604	-0.649688358928124	0.000590691846615464	0.285863385107775	0.175692840375688	0.638110633774539	0.000793596681448674	-0.655834259286942	0.000502489456037115	-0.139188350340181	0.51656542318763
gene-LOC107067626	black	0.659126116198407	-0.659126116198407	0.000460116664359972	-0.517982318272268	0.00952143643435386	-0.0815285704458805	0.704898425135054	0.909653258183701	0.000000000739188713199372	0.0991417784603718	0.644867613230015	-0.648899026332437	0.000602935145230081	0.39117798571269	0.0587332503713038	0.571546616984322	0.00352749126101103	-0.715310924790587	0.0000853546148896959	-0.281973207254427	0.181904254507321
gene-LOC107071509	black	0.657868576062965	-0.657868576062965	0.00047592336911193	-0.324065915265555	0.122376817215952	0.135608813100629	0.527511795880209	0.743990782182302	0.0000307900944609345	-0.368987663470159	0.0759993468617465	-0.398269075086145	0.0539093299727833	0.368111137071316	0.076752671391304	0.321126782964892	0.12600082731809	-0.397026446861271	0.0547316546970738	-0.190394941202854	0.372854674810295
gene-LOC107073309	black	-0.655658452949937	0.655658452949937	0.000504844376498998	0.361368224566018	0.0827383635150923	0.0247864367609835	0.908474268748126	-0.801379144750694	0.00000252517258892505	0.171709745593321	0.422390287121116	0.418235225411556	0.0419657871489201	-0.334297524299251	0.110351271122524	-0.335542389135229	0.108949644435894	0.5461339544485	0.00576453589184392	0.354833034327693	0.088868842160981
gene-LOC107065944	black	0.65364218798025	-0.65364218798025	0.000532542514262809	-0.505131965828749	0.0118120486172065	0.0183466541389439	0.932190944060065	0.900824120186748	0.00000000197636987411978	-0.115815113022921	0.589951475879448	-0.61184147068125	0.0014870611391013	0.374013781331019	0.0717874396369164	0.520114139332244	0.00917968347527694	-0.603312179348672	0.00180241083909462	-0.237586046464941	0.263611730936661
gene-LOC107067447	black	0.645620182837779	-0.645620182837779	0.000656169412453654	-0.584954324393164	0.00267896904991799	0.0443983363764792	0.836793736492433	0.815601260605461	0.00000119721495397994	0.024907321643389	0.90802973176364	-0.718225235501303	0.0000773855761451536	0.46577006981355	0.0217998025630704	0.603064792018049	0.00181234850100016	-0.58603172848744	0.00261905016913061	-0.108284727175494	0.614506901942533
gene-LOC107068013	black	0.633034347704371	-0.633034347704371	0.00089994942962826	-0.321708555647955	0.125277394890845	0.0572461563571355	0.790474822493122	0.833031966528109	0.000000437823915228256	0.0236416613223235	0.912685321317926	-0.651818686319342	0.000558714547989773	0.483647923890623	0.0166448072671712	0.642282527732416	0.000714476765478574	-0.600629860506986	0.00191268138197463	-0.0985365358774633	0.64689768641643
gene-LOC107068249	black	-0.624583523356384	0.624583523356384	0.00110424260458955	0.504769976858474	0.0118826184749782	-0.0509739195281304	0.813011636095449	-0.876306932823134	0.0000000199507984592483	0.0921676637017297	0.668405751570122	0.684930207344431	0.00022202200360374	-0.354224656021309	0.0894563895017859	-0.57732741511852	0.00313733457793268	0.607832790954852	0.00162883216253644	0.112703345295545	0.600047518075964
gene-LOC107064195	black	0.617872043137682	-0.617872043137682	0.00129370868503873	-0.451681478795321	0.0267127354711016	-0.0571567091944985	0.790795118163128	0.895502415800416	0.00000000342369884161516	-0.236668103390983	0.265515870775225	-0.512781720703121	0.0103995711677588	0.191860422171223	0.369117178553175	0.344193520912823	0.0995684016372233	-0.542595705868205	0.0061542266112637	-0.320192188812166	0.127169317515515
gene-LOC107072518	black	-0.601873719134018	0.601873719134018	0.00186085143500189	0.622001570888094	0.00117410080904467	-0.104208846608414	0.627969563722298	-0.793403732415744	0.00000374106788629896	0.168212351517342	0.432043216888348	0.510194421696953	0.0108607625351575	-0.313544962733585	0.135707064786852	-0.336744910891734	0.107608164145846	0.456222743658806	0.0250407302402295	0.180554862470695	0.39850966386356
gene-LOC107063815	black	-0.601322017204329	0.601322017204329	0.00188369034549993	0.642776602177739	0.000705573582046007	-0.0635858529983664	0.767860081577383	-0.824609911736723	0.000000721617961852794	-0.137471373311891	0.521802312854596	0.629996533431432	0.000969283189803403	-0.615051954970634	0.00138126070977602	-0.591489789552696	0.00233267990229122	0.622120172496857	0.00117081078819327	0.161994698056331	0.449493752215451
gene-LOC107068185	black	0.600899034081126	-0.600899034081126	0.00190136214578173	-0.540327782466277	0.00641541063019282	-0.0501480571335295	0.815990212942363	0.941213445282664	0.00000000000759745548940498	-0.0427899430744187	0.842632863001744	-0.678834370051525	0.000265418402216829	0.345675467698828	0.09802346573271	0.576132623725677	0.00321482789187225	-0.638864095780302	0.000778773240900655	-0.194878844552963	0.361487742880981
